"","IGLL5","MASP2","QSOX1","APOL1","CD5L","ICOSLG","FCN3","EIF3J","ATRN","ATRN","APOM","CP","F13A1","F2","C1R","HP","HPR","F9","F10","CFD","PLG","F12","CFB","CA1","SERPINC1","SERPINA1","SERPINA3","AGT","A2M_P","C3","C5","CST3","KNG1","IGF2","JCHAIN","IGKV1D-33_1","IGKV1-33","IGKV1D-16","IGKV1-39","IGKV1D-33_2","IGKV1D-33_3","IGKV3-20","IGLV1-44","IGLV1-47","IGLV1-40","IGLV3-19","IGLV3-25","IGLV3-21_1","IGHV1-46","IGHV3-48","IGHV3-23","IGHV3-13","IGHV3-53","IGHV3-30_2","IGHV3-33_1","IGHV3-33_2","IGHV3-30","IGHV3-7_1","IGHV3-7_2","IGHV4-39","PIGR","IGKC","IGHG1","IGHG2","IGHG3","IGHG4","IGHM_1","IGHA1","IGHA2","IGHD","HBD","APOA1","APOE","APOA2","APOC1","APOC2","APOC3","FGA","FGB","FGG","SLC4A1","APCS","C1QA","C1QB","C1QC","C9","APOH","LRG1","FN1","RBP4","AMBP","ORM1","AHSG","TTR","ALB","GC","PPBP","PF4","TFRC","TF","HPX","F11","KLKB1","C4BPA","VTN","PROC","APOB","LCAT","HRG","IGKV3-15","IGLV7-43","A1BG","IGHM_2","VWF_P","SHBG","IGKV3-11","IGHV2-70","APOD","SERPINA5","SERPING1","CFI","F13B","CLEC3B","SERPINA7","SERPIND1","BCHE","IGKV2-30","IGLV1-51","IGLV6-57","IGHV4-34","GSN","C2","APOA4","ENO1","LDHB","PROS1","C8A","C8B","GP1BA","C8G","PFN1","THBS1","SERPINA6","MGP","ITGA2B","LPA","CD14","CFH","SERPINF2","F7","DBH","C1S","C4B","SAA1","SAA2","C7","CLU","CLU","MBL2","CETP","F5","MYH7","NCAM1","C6","SELL","CPN1","CD44","IGFBP3","LBP","CD58","VCAM1","ORM2","ITIH2","ITIH1","PZP","C4BPB","GPX3","CPN2","PROZ","IGHV1-2","FBLN1","AZGP1","MST1","PON1","MAP4","CFP","SERPINA4","PRDX2","CDH5","SAA4","IGFALS","SERPINF1","CFHR2","GP5","BTD","AFM","TNNT3","MASP1","SELENOP","CAMP","LUM","CRISP3","APOC4","PLTP","INHBC","LYZ","B2M","HBB","HBA1","GPLD1","LCN2","IGLV3-21","CFHR1","HGFAC","ITIH3","LGALS3BP","EFEMP1","MMRN1","ILK","APOF","MYBPC2","HABP2","ITIH4","KIF14","PCOLCE","PON3","FCN2","TGFBI","ADIPOQ","ECM1","ACTBL2","FRMPD1","VASN","PI16","ADAMTS13","NPHP3","SLFN11","CAND1","PSTK","RBFA","ABCF1","TTN","CTTNBP2","CFHR4","RYR2","CPB2","CNDP1","PGLYRP2","SH3GL3","CFHR5","APMAP","CRTAC1","INPP5E","C1RL","FETUB","PCYOX1","SERPINA10","ATP11B","LYVE1","FCGBP"
"ZOZOW1T-E11",4292539.562,50742.71174,19647.40288,2355410.364,3772530.15,8560.219054,1304979.76,48807.695,181859.0253,56235.71309,2377300.753,11719803.13,767902.1705,15178501.17,1791000.116,106231987.5,10058501.12,282569.0638,784897.0981,15438.10441,15385905.32,2628619.696,10850596.35,136776.04,12523200.7,104302970.2,14782295.67,4475470.723,55260182.85,68556304.13,3230670.085,53873.08269,8215420.559,141858.0012,4607730.796,52815.39876,21491.80451,112874.025,31333.4064,7929.588988,113789.0337,461907.9976,73050.22013,148250.0432,26219.39907,685343.1509,968707.1066,34051.38833,3488.773477,62322.91098,285553.9865,63446.018,94073.38522,28676.29464,1602.443163,101088.9654,1414.529942,179173.0341,722842.0955,141581.9671,57463.01219,31489401.47,40461795.35,1693489.956,5408480.881,10182299,21062903.67,24479707.77,3255660.878,12590.11114,42610.10541,343417900.4,8371617.7,21830093.9,4219770.188,3893890.813,7613650.95,202738943.9,166288942.7,173787972.6,32744.90897,255568.0566,2587079.576,1494260.241,1490250.059,1510509.681,11505098.51,3042510.898,6447641.057,2861309.247,10668300.26,38502292.14,21973296.69,1163259.872,1764920435,32846697.74,713521.8084,540137.0553,103615.9806,573447034.8,109752000.8,252100.9449,2616710.7,13207096.52,19458794.5,115376.0299,15372995.79,360552.0452,5599528.804,497804.9326,206254.061,11916597.24,302190.9647,74961.59345,94666.86986,1589940.118,153309.9705,4542950.011,413430.1277,14618500.52,1979409.943,878489.1851,531179.1525,484540.9259,4416600.776,344565.0864,675740.1258,143042.963,4812.280638,43501.90623,3797169.58,1711759.988,13648896.69,1214260.053,75297.22101,1759669.43,1704439.547,1085100.321,135887.0077,1523519.991,412272.0124,229130.0258,1145530.15,6977.531418,78008.2993,1080099.657,94925.62682,14922500.85,3858209.359,2046.961346,5906.72413,1452689.559,304052.094,9588.198092,7399.419573,1632689.479,5109260.273,1146829.905,4934.979716,17102.89583,322353.0258,7648.443528,195552.0318,1409240.098,16571.80352,684561.2004,23247.3073,212827.0498,169876.0567,65092.60358,6635.879622,2156970.478,13783901.87,6093551.975,5846.060321,437421.0126,955556.7294,1696149.612,129141.0378,981790.0363,465741.8506,3342620.178,110062.9975,10271097.42,56488.28186,273534.0675,1483280.482,12799.99832,30089.40587,2827200.952,1537669.479,1972889.878,356065.9613,31390.49155,80280.38973,5901318.936,17061.7972,205506.9985,558385.1312,14325.60055,1064410.34,87607.87877,95168.26834,282963.0207,5120.908266,27243.60501,12066.50293,2543179.744,1520349.943,1423599.598,455901.9328,187187.0365,159943.9614,164698.9692,747536.242,80347.30425,155672.0053,5114.780371,109492.0047,487914.8947,45354.68613,751721.1137,6225330.498,28134.60328,9600.381357,540495.095,117009.0019,28430.60147,135355.9705,684529.884,677028.9501,8608.147003,33238.69223,18370.59839,4791.873877,22314.39389,149003.0152,554501.1781,5761.600841,359593.8945,146001.0278,354421.1074,29325.95813,116916.9845,163892.0104,554000.9789,934075.733,2141039.527,117132.9952,14152.10464,6988.179738,16356.4949,101334.9982,154522.9929,289983.0401,93202.11026,73951.10068,177594.9459,44601.3884,20859.50063
"ZOZOW1T-E12",2304336.537,56678.7374,6293.603908,2183528.604,2046716.711,3700.65899,918016.1445,39209.07537,133197.7328,43386.54247,2569542.351,9820193.354,916534.7148,13276393.87,1758690.275,10753999.69,1776738.585,291963.8045,1029298.501,10618.70343,9824482.599,1737245.243,8738716.69,4273420.936,12432042.46,87374563.05,12019220.52,3055760.408,49642072.09,56824903.76,3146769.337,146181.3767,6809700.891,53669.32043,3622614.854,10329.57268,30991.39338,107250.1396,34863.50506,59744.06676,10832.14362,445742.1917,79948.3146,170269.4403,26133.81276,490138.5176,509594.436,37432.92074,1716.659025,47016.84136,174217.4972,78536.7349,70979.26428,60604.19334,17369.47177,10092.34812,8088.229921,118290.9355,566548.5239,89349.99326,11294.79135,21234252.69,24853918.65,1509814.63,1121579.146,8678414.119,14493272.01,24301971.14,2316523.681,8614.414948,2366412.258,326953448.7,6510378.543,13650117.18,2753222.93,2691819.047,6926955.62,140963850.8,99401204.63,119838813.1,167026.7906,159489.2876,2418498.144,1217592.545,1771720.995,1095812.853,9933495.178,2955457.41,7833306.618,2958490.845,7426649.184,18146148.07,15054589.14,979713.2321,1953237181,24701237.76,223325.7374,290607.0143,172428.6523,386793953.1,71717904.53,178825.1344,2300857.174,8767839.752,16756529,125982.1664,10318429.01,373660.8788,3159839.829,447147.1019,250166.6588,12031807.05,92716.5973,1023620.844,45019.42469,1461238.257,86336.32118,2678121.531,278662.6266,13129421.37,1750359.704,1286589.153,489503.6188,411111.4421,3531084.708,426246.9543,685254.3235,90471.13811,4194.026535,12751.52199,3930387.159,1852381.727,13010111.58,931631.568,32751.42367,1773293.614,1459517.421,1197936.496,27869.12332,1532748.965,23913.04121,108683.9968,941153.1628,4592.936552,43904.76792,942720.1242,55672.99205,12207631.64,3382011.184,28975.86268,7661.097421,1372971.264,305974.0975,96125.39493,1946.626246,1374275.673,4366209.727,929341.946,16400.49816,14611.73628,336696.687,9241.854094,39250.13512,1223658.878,21249.62852,725436.5955,29877.04822,225988.526,192285.4401,104253.0452,2894.884353,1879711.732,13150278.34,5575694.17,9520.555248,432601.7572,578208.383,1447789.071,58084.27423,909541.5377,586975.19,4340380.224,86603.03713,8420765.742,135452.7351,229065.3948,1289812.566,381062.9978,39053.38552,2690065.741,1617237.353,2235196.134,186483.6989,47948.89674,86490.25676,6017988.837,1439.803289,224472.6266,668602.8597,30983.23145,1065190.473,84420.74848,102996.8007,148634.5518,5564.43696,40944.15802,19475.23914,176793500.9,108764311,1618897.26,131593.6182,212953.66,176001.7197,91366.01425,655910.7524,178740.8668,50069.34632,1752484.192,71036.35816,438321.5242,39321.75247,671938.6541,4746293.876,3637.631789,13820.86221,496092.6303,59821.64656,39827.85052,139276.2752,860001.7083,3888.010143,15494.73005,35197.61367,53001.29538,29123.32085,12013.89567,281660.9433,95760.96034,5171.044483,264586.5133,97074.18033,16937.23377,11712.5687,107765.809,315211.3591,540423.1684,1018419.135,2313314.522,139923.6206,8367.134884,20314.63918,37817.85719,5761.105652,163934.5027,184323.4373,11148.673,129967.3758,199169.8851,7301.043427,144687.4235
"ZOZOW1T-E13",3568979.045,99125.59499,21042.81364,2004040.175,2685166.28,3218.583094,1050576.654,96988.76383,62469.74412,3487.367176,2104184.823,11640179.74,72042.96812,13225601.48,1758714.656,44760412.62,6648834.332,319317.0362,830419.0418,4652.084293,10046572.1,1987949.944,9389324.9,1026541.129,14154328.78,117021631.8,17665362.27,5391517.644,38452125.19,79914834.61,3294572.856,77939.65905,7949925.996,117458.3703,2962759.314,51590.22078,20905.7184,131527.9607,71948.15144,13286.75672,196516.3741,343069.18,57443.25975,153020.9861,32995.46205,759731.44,456612.2376,37160.95609,21175.96361,5271.168899,52239.37442,64513.7921,56646.9241,42420.38223,10318.15263,52912.09792,14887.27617,147578.1899,550090.705,154933.5436,23248.98319,41630282.13,38206108.95,722961.853,5220874.324,9382558.828,17129859.71,23219120.65,2905791.988,12838.02905,261619.4,365143928.2,6952594.412,42958491.57,7154750.363,3963792.471,8837396.604,35514380.9,20288234.64,19657547.44,29688.15875,386988.1863,1869654.159,1162468.345,2315127.15,1210070.775,11089799.91,2662813.58,8629347.232,2011220.738,10605578.64,39260630.34,20177162.95,728793.2138,2071128615,26049096.53,2598054.024,1927834.802,113543.8468,602075846.1,90647255.2,159969.795,2736271.586,11315131.38,17211505.97,104350.6456,11966600.25,319109.0503,5798185.262,122424.2642,201364.5227,11114271.1,158965.0407,520222.7623,121121.0423,1428183.574,79319.0622,5113713.84,321223.9641,9994271.642,1521075.148,214732.3459,551533.8854,589364.2395,4338906.299,465696.3341,914922.4891,230329.552,4252.849077,54226.8595,3796266.913,1653257.482,11850872.97,1143028.543,10437.22091,1703853.659,1463782.731,907117.5558,64514.68646,1499125.777,29384.74992,888412.3976,934995.5674,5300.783858,49090.28765,573836.4161,253929.767,13542586.78,2995281.158,6270.376229,6065.990593,1282786.815,377600.1991,39746.21886,8123.951568,1980715.166,5138194.243,894362.3929,13584.18131,30388.9667,406630.8085,32285.52798,111426.2794,1236310.764,10471.49639,741259.9296,32533.76119,203277.3574,167793.8136,76326.16052,19210.10244,3235169.79,14792166.16,5082968.995,191528.5584,465867.4475,723332.7762,1427589.733,90739.30568,810436.7105,519034.1721,3007659.882,60838.20638,10285082.28,92416.31857,233536.7389,1068229.352,164820.9379,9037.409794,2389520.974,1399548.449,1976915.807,304166.1327,50149.23246,62554.67122,6929500.829,29152.86397,107230.8129,597024.2472,23715.94935,979217.6251,74094.04623,111013.0688,280645.6165,6139.68958,34519.16628,30320.3755,10723183.94,8282644.286,1442710.099,551533.8854,162279.3609,137516.0038,221595.6445,890984.0006,151399.404,86979.03004,273886.7599,51193.74756,419706.1274,9508.325238,655106.5283,5487318.934,63053.55096,42781.00797,513156.7299,80263.14128,103851.318,143182.9318,652491.6889,49583.80683,2163.87283,33612.49465,22522.04173,6209.278819,13912.94296,92257.59092,752316.3922,4467.896344,321546.9769,205484.4932,146035.5412,466255.1063,92769.31061,104710.0215,489734.3959,834475.4031,2226984.367,128473.3858,5377.601345,7857.910388,24103.08181,219174.4345,133463.8962,281442.3678,51916.66174,47693.00284,182856.1976,53216.64724,194487.782
"ZOZOW1T-E14",4146664.801,25849.34314,20141.59062,2423902.101,2792933.901,3331.023923,896242.7389,48160.07439,178106.4206,53694.99507,2307997.131,11932475.18,1006830.922,15582571.54,1729459.741,71602171.23,7042469.599,340154.3469,966747.7661,1692.524414,13177012.66,2700284.526,10958522.79,669897.1089,14439325.34,107050775,15126658.57,4514297.29,57738888.52,68751125.7,3180186.625,64401.64862,8527373.396,155725.9664,3742731.179,60352.25264,22446.45507,104864.0031,36290.39149,10179.57705,132754.3859,442365.6996,71035.86577,132669.7561,26630.6496,657143.992,553341.2688,39408.52139,5506.146278,74453.39421,333315.7582,63817.30214,109867.8687,30081.10618,3170.986817,96679.33974,10006.14101,140345.1808,690106.7411,126182.2976,41175.25602,30000641.2,40073911.55,2280833.969,3818355.507,9224184.89,13577739.73,26054513.85,3284289.793,25339.14038,160611.9821,365242650,7307213.857,20963554.21,4857121.012,3229322.29,6178177.972,167905005.6,141093863.3,148068549.8,38827.19861,217286.648,2149262.103,1348486.829,1554306.94,1159322.082,12260122,2941029.858,11402683.09,3117979.474,10783707.99,34635784.13,21987648.72,959956.8283,1766406206,29186340.59,611308.0331,543827.6579,142897.386,567324921.8,107010713.5,210186.4294,2633335.666,13144901.54,19592660.78,136703.4379,10467691.68,354835.2964,4739357.303,507958.1097,208649.2197,14253175.1,256816.7901,705531.0252,43883.77454,1498543.985,89423.72357,4501267.897,430260.2392,14668825.23,2077201.872,1121656.891,571165.7717,464948.049,4265135.072,401914.7504,673426.0481,137643.7903,5313.123159,38377.68319,3940835.231,1597317.859,13098424.89,1058551.478,15017.53078,1775655.159,1683952.484,1062543.15,131773.432,1602196.871,108880.7965,263954.5482,1151282.139,5250.867224,44155.6368,990858.8284,89630.36803,14114160.65,3379972.318,20651.49527,4748.578539,1381620.535,417935.2732,89431.78183,56576.29179,1699242.118,4920556.3,1047929.332,4885.523406,29842.07018,376881.1203,17678.03132,206988.3436,1388821.735,16820.93173,696049.3155,22943.21583,231587.8435,157632.9929,72853.46652,3744.013703,2463725.339,14754175.85,6621010.557,6263.398691,427628.9501,929213.1208,1704928.728,137408.3357,884866.3244,543281.3512,3274356.557,96061.45233,10027926.56,28683.63015,334730.387,1647846.011,33232.79469,33332.45597,2946477.87,1662634.935,1979479.917,508190.542,30665.52436,83225.03779,6448400.86,21670.72801,207649.3744,513989.7272,14689.82919,1156152.279,89978.95554,114092.1495,223296.3278,6219.53066,50864.44772,4799.60512,8081098.569,4926221.271,1401441.41,527514.0522,218463.0859,148174.74,164333.8322,640132.0423,150955.1028,179819.5059,140324.7536,57423.75291,493417.7193,50220.54275,799916.5636,5926381.215,32454.7045,12707.03661,545742.1697,144132.8841,28123.91853,134431.3412,694776.7736,119722.9328,10646.78333,40837.30386,25271.96108,9148.756816,16711.68982,158449.1066,433373.0757,6379.819978,334299.1127,148093.6237,67209.61411,7300.654038,107213.7191,175966.3447,566725.2671,924523.2016,2267985.522,129438.7451,6875.69579,2968.544652,20477.18811,50270.69451,180661.5542,310176.5298,68160.10795,88913.20024,167624.093,57860.05202,132350.1221
"ZOZOW1T-E15",4190961.972,98775.79963,17046.01483,2322778.251,2816906.017,19510.3237,1337669.24,87751.73319,65329.18403,4753.856191,2449574.943,13319162.19,1229141.859,14828918.01,2030114.967,23710947.85,3601658.589,311341.8524,489371.3105,8958.281971,13464991.66,2235568.002,10194799.03,1656894.14,17955095.62,120329905.7,17636366.17,5347377.14,55434085.4,80784210.17,3151309.451,83474.61998,9412783.619,144540.0728,3308830.595,41759.01321,22940.98951,147567.9609,65283.46447,13784.03814,193176.49,502975.9873,75627.32657,150384.8803,25889.32983,754023.5199,538609.4437,42630.54858,25645.71191,44799.03389,86056.10958,84807.25102,114566.8394,41897.31004,9344.100009,93827.29154,28083.61159,139322.6216,646817.8646,141754.9904,12919.47657,51852492.36,40670517.15,1595779.625,5615332.42,10758174.8,17584000.54,25448900.65,3382925.558,22093.16653,413893.481,446359224.4,7799012.322,38066273.28,7319126.247,4390762.289,10224379.82,171057960.1,142370993.3,144139449.5,119947.2038,454254.0967,2299533.843,1287445.562,1781474.003,1456435.116,10463701.83,2831980.695,9601777.005,2363477.992,11491310.5,39655015.19,22669826.28,764930.9518,1774235045,29501807.26,463085.8021,547902.6288,123138.2974,607647748.8,105281740.2,177985.4768,2854348.382,13483016.83,18536300.48,149739.9861,14000936.56,395621.1419,7047401.607,358427.0514,109745.3281,12925170.72,296626.9183,996465.2715,109192.179,1622874.492,87227.17223,4372569.85,397647.3415,11211764.42,1860540.03,1240723.319,550086.892,546730.3732,4374510.014,389590.7774,1122247.926,238787.8656,3118.621944,58759.72404,3718991.449,1635647.007,13583670.19,1236636.446,32575.05513,1835256.142,1634468.338,1054728.318,37124.39771,1568365.086,3878.359786,236711.4554,1011139.066,7696.570362,49854.28881,829613.589,180128.8824,14512271.34,4071869.798,28849.63644,5818.709332,1513366.516,392722.3012,37515.52169,7422.067627,1953771.069,4963959.795,1152008.555,20143.40565,25651.57875,411422.1666,28073.86351,97917.56084,1312803.901,18530.95997,753668.2022,35441.69544,184424.3979,162146.6846,70329.38592,5263.694341,4082807.169,14150502.99,5648318.455,228995.544,540655.4658,824260.0232,1450812.852,92609.97668,950778.6619,608538.9158,3919532.073,98256.14386,10501484.88,94727.12642,338181.9185,1320140.454,514470.9176,21702.07859,3170414.412,1391751.3,2267545.391,334292.1612,52544.05784,83074.61031,6931902.827,33437.05116,224425.9537,707808.7151,28196.13896,1184051.171,97578.11545,109371.7028,185171.1736,6892.25326,47025.64137,34622.20527,19302842.82,14115041.16,1631604.545,671524.2624,243337.6449,164143.7167,234843.4776,840436.9114,130833.2764,122691.0086,407867.2093,55205.33216,460435.6451,56874.32904,775259.6214,6299168.62,100287.3421,11343.98571,569126.5666,85922.59826,87904.53649,158985.9775,938137.5883,10365.6251,7277.816698,25479.15832,19963.40237,5327.156687,24126.27598,124171.9685,801348.35,6175.07096,300846.9072,154991.546,843039.0888,2218633.6,106891.6771,142240.2264,520229.9741,1022918.66,2513593.632,140732.8893,4602.397895,43258.86548,22982.68925,218561.5357,200066.4874,243133.6412,97530.78174,38077.4699,188979.4715,54590.41333,165698.3832
"ZOBX723-E11",6519274.537,53805.27503,18908.27327,2057569.883,2712797.633,6026.512916,856509.6647,7978.603882,152873.6253,54060.2289,1298729.909,11440684.22,636129.0739,12503164.97,1816474.9,6920620.671,2261204.433,470305.9308,677790.5515,19628.06046,11704987.03,1730562.961,12748463.13,2542048.279,14392461.33,229949209.9,17671485.68,3730816.572,76107220.67,68889463.17,3528368.96,122572.8559,6888030.021,138369.8407,3382222.172,86275.3021,24215.27892,150478.7245,151491.7811,16456.8432,207095.9766,663740.6005,171506.0567,231384.0672,93078.47801,497025.3808,942302.0129,59405.95759,26098.5132,131114.7075,697222.6925,254864.3394,158597.4446,20608.04459,13355.9965,227177.4323,10379.43289,261333.0384,1637269.065,189926.2775,24659.91147,47562460.02,47885648.36,36247797.49,6296723.994,7605912.968,13710140.31,24624310.62,1041867.223,34935.35064,2009297.838,257779089.7,5135203.433,17351655.75,2724839.834,4021019.774,5037861.397,195319398.6,158458520.9,174846054.5,809645.0272,171287.4589,2274329.731,1328088.632,1737293.411,1833285.442,13041260.65,4843169.284,6625877.039,3927527.646,10421575.06,43135130.95,24130425.17,1044658.522,1668864874,31942413.77,510488.8766,688448.8766,54989.93649,352705785.5,112379995,280676.7428,2718934.564,12561278.72,17730132.72,111076.9544,6532980.94,310084.0944,5352420.383,1087059.894,338285.0746,12296462.51,227440.5552,193500.7993,224657.8581,2612681.804,158761.3269,3828611.918,383676.2666,13449507.42,2098097.076,660225.8041,630208.6365,680054.1022,3588675.388,302620.4589,997094.0041,268505.1064,13313.01763,72040.97069,4330733.604,1742334.266,11920901.45,1170018.572,90780.19709,1538198.223,1547866.911,1057730.017,130319.1885,1320250.265,375176.5159,342437.2216,1215956.342,6953.482568,153729.0191,194533.6223,132226.3336,14058409.03,3772945.945,103416.7252,40844.09793,1454901.447,215379.2889,10031.9798,11444.64006,1649160.064,4780831.075,1267241.45,59808.79373,28065.49725,293204.9634,20267.35217,188704.5914,1360570.233,15179.8509,530182.6743,28753.10224,161301.4632,135954.0874,67949.24969,13669.62156,2155827.031,11161596.02,5672605.087,28549.93816,396375.9762,783150.4702,1133937.741,150377.5837,1440012.595,521475.5188,3220916.88,26225.81524,6569672.396,13991.34205,330215.8857,1558989.737,312700.0664,15465.22283,2734280.84,1415862.759,2242256.668,409413.7415,53204.47593,73609.78821,5422737.859,14518.75374,139291.7223,563548.4019,15194.79931,1304169.541,52181.47122,136665.541,97400.39482,7892.657522,72705.15306,16141.86887,154106235.8,95149978.85,828826.1522,357684.977,156990.7466,163342.4221,191088.3104,770080.639,113136.8984,183090.8286,3437670.884,140697.7761,342589.1653,51156.14748,656975.4796,5558715.057,31358.52324,13051.1562,336192.9626,286467.1133,27711.55408,75215.89754,626523.8915,802048.5257,12959.02897,46891.86373,32211.9862,10391.8868,9600.142741,208358.7267,960336.1763,7504.39473,258940.3018,138513.7815,399232.5985,1820.804105,114017.836,226556.2868,455256.4716,198318.5359,1815795.122,113307.9844,69404.90479,5648.413533,13088.02692,100553.934,189186.55,329861.2995,15641.05276,98075.82869,200754.1102,66836.10316,97158.9986
"ZOBX723-E12",5711388.135,78947.1738,34030.01107,2443656.378,3403269.571,10737.86834,1092279.016,42506.03297,192953.0068,65143.78836,2516906.164,13431433.95,814672.1138,13513424.64,2378284.705,54859951.08,6056739.786,720640.3961,882820.1296,42944.92408,14398148.83,2558434.734,15495328.45,230243.3559,17795017.3,241197548,18119251.2,3634687.752,89298957.67,77445603.21,4619579.165,204356.6974,8304546.753,199386.7479,4257662.019,95304.0564,44423.33241,246240.7491,211422.5888,25757.76864,204972.3808,870774.7207,251709.4752,253372.4257,99633.2732,517507.4119,1324567.56,90761.95095,34275.73541,181954.7263,904217.3032,366039.5469,229381.5772,46555.04838,22115.03646,235596.7317,45919.20359,325961.037,1603263.362,181492.4489,57587.57694,67707391.35,60230879.93,44564142.19,3522846.052,9229685.126,15732885.96,33706184.75,1314543.087,49045.39283,117939.7079,245092313.7,6402571.374,16076276.94,1864348.325,3871738.273,6039551.552,221214390.8,166157940.7,187292774.2,49532.57492,276795.3152,2670003.125,1863443.957,2083243.431,2120686.598,14645965.84,5837988.75,7065400.936,4350349.866,11688933.76,42656137.49,25008756.69,756483.9772,1600194360,34582288.32,1052566.534,1100028.903,104488.1638,394218434.3,105160670.2,452114.9192,3508760.39,14038836.13,22557596.16,169778,6798146.398,478370.8651,6217184.664,1616150.364,467753.8492,16672880.06,200678.9821,294457.5215,392115.7321,3240982.949,251794.9809,3473118.008,482035.5422,17418656.29,2408928.262,750134.6195,723688.8408,771127.5573,4471569.907,483890.1344,1230002.656,311441.1389,25463.09206,79581.74979,5516378.429,2214991.912,13376524.62,1383383.765,106865.7482,2124806.449,2162801.753,1534194.539,218693.3763,1816348.996,581814.6104,456317.9879,1196932.198,15615.48762,259749.2396,341602.735,168320.3402,15828047.89,4186171.538,128643.5858,100512.1235,1898304.503,436163.6455,87990.49089,29352.21959,2160868.727,6292404.565,1379228.442,68327.56056,13911.01435,422654.7095,2627.831761,215119.6817,1747825.833,22978.0699,769696.4139,39574.12962,348509.8726,170142.0245,11028.97383,10715.11713,2764467.154,14613110.88,6418968.275,4476.483024,548887.1351,994822.7676,919079.4147,246992.8922,1747099.084,758263.6298,4969226.943,63642.37259,7354572.227,4483.615415,541570.6388,1653727.389,17763.52157,49504.42956,2987070.795,1915819.218,2794018.224,715816.3643,72647.72503,97769.03549,6573589.788,12830.50202,203085.8222,822741.6763,33640.93073,1466077.562,76935.93581,163657.4781,224164.7646,5461.3428,67175.61482,3813.071663,4278845.036,2846248.115,1174853.957,21623.44347,305429.524,210577.2419,230823.4063,1138063.795,196967.7626,278821.0581,79849.18157,232229.2226,370768.7174,60602.93312,841369.5028,6429388.061,5326.987786,20601.76041,510733.0873,341692.7236,31833.09918,107331.9449,855151.1993,1337697.056,23074.79164,64040.19143,57366.86266,8685.541011,12789.12552,278471.4695,235299.7072,4766.716142,293379.7969,215826.1275,35672.63091,15744.37543,137075.385,307922.9773,791664.7011,246987.7562,2496213.67,167808.934,122932.7684,9158.400877,21595.30392,11425.97771,270860.4075,426285.3648,16360.05525,168062.6952,232266.2485,74560.81452,113326.0498
"ZOBX723-E13",6514486.35,102145.7746,10825.67979,1796864.263,2604725.661,18395.63604,1100967.156,94174.5752,55870.14717,10618.92023,1638824.573,11798090.13,556491.4514,9967981.775,1923563.466,40199382.37,5549013.953,459103.5302,458690.0224,6756.338,10702689.17,1666569.44,10412910.25,221034.1869,12318386.81,193407701.1,17339151.91,4091022.383,54253391.85,69305667.58,3670028.918,142306.2993,7013047.165,115627.0966,2691912.34,66758.31867,32972.82781,280340.3725,221515.7878,30821.298,281149.8984,532469.7347,171159.2812,258028.3393,118793.7986,672330.0001,925574.7614,70689.58246,57615.52539,114377.2026,143498.8849,346565.8559,212618.8528,30367.27849,13972.76581,191706.5361,10205.92978,239195.3802,1442380.133,164451.1989,29417.15283,57126230.48,52324743.55,36197582.18,8749383.897,8246782.912,12377614.85,20077968.94,1099441.949,3771.806631,150295.2616,281589832.1,5139761.553,32150993.87,1974177.118,4634685.457,5520471.266,173874364.4,125774132.7,151659433.7,45266.62107,373614.2613,2335516.165,1398617.47,2140060.275,1602485.642,10431693.13,4637449.048,7904703.947,2423162.96,9884523.572,39733154.48,22159776.58,638944.0147,1998443999,27278670.56,296968.4209,375608.4516,80362.78825,346951797.5,92804408.26,223104.4865,2954453.783,11181961.91,15166764.34,55521.54138,6900789.522,352860.8877,6800502.865,471919.0878,346969.6625,10850588.83,150747.0245,319140.0183,286395.6392,2119202.471,167566.0089,3278489.855,344014.5359,10359995.21,1737329.537,681394.133,549846.731,799057.6122,3084488.849,369450.1017,1429163.952,376954.2729,11726.62309,79850.842,4260673.294,1859534.392,9536444.158,864639.9675,31542.95062,1593491.618,1483527.254,830862.3741,114821.2388,1173112.547,200006.8658,133511.0847,826302.2095,7388.982519,73340.88222,193538.3578,235337.2226,11780684.24,3515235.71,60181.81514,52860.7766,1400382.978,50516.25258,15043.72454,5689.94178,1948712.73,4340199.717,1221210.104,130613.0932,12307.15775,333674.0578,26880.08351,89275.08612,1123602.259,11094.52284,590967.8004,29541.1834,161855.8517,147094.1148,15137.59966,8693.377217,2808172.248,11709693.68,3405157.267,215077.935,460547.361,698770.8983,1003243.237,128234.0619,1225245.995,609716.8961,3406313.999,7279.733898,5823075.929,48878.75778,410055.5959,927707.1918,20986.15143,34222.32128,2502606.44,1487068.836,2203155.662,364068.4002,56291.13043,62592.40544,5217871.555,47275.98838,146690.9152,779192.3566,38822.89278,1024799.325,64872.97589,142300.3811,213176.6651,4725.495833,135148.8771,28415.68749,3897857.721,3107816.732,933667.9273,460292.0502,53619.12292,178529.134,234415.7533,1001707.59,171971.5038,196805.3617,103667.9203,37627.24392,355773.6161,39629.30374,768358.4607,4713018.782,67728.24537,10255.00091,303793.1891,319228.515,32132.15232,107328.9691,710246.3565,443347.9872,3902.596749,52828.54297,28588.75156,13334.53596,10981.59507,110201.1688,1561964.247,5546.646243,265091.3372,204624.5899,851448.6503,662348.0515,89462.7819,128210.0652,472252.8573,160040.7756,1937614.318,133754.6943,32597.41632,12653.42895,17513.74511,213275.6892,218081.8228,262795.3094,28611.20284,69800.02826,194218.3514,77166.65772,181593.1176
