HostSampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Cyanobacteria.Chloroplast	phylum_Firmicutes	phylum_Fusobacteria	phylum_Proteobacteria	phylum_unclassified_Bacteria	class_Actinobacteria	class_Alphaproteobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Chloroplast	class_Clostridia	class_Flavobacteria	class_Fusobacteria	class_Gammaproteobacteria	class_Negativicutes	class_unclassified_Bacteria	order_Actinomycetales	order_Bacillales	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Enterobacteriales	order_Flavobacteriales	order_Fusobacteriales	order_Lactobacillales	order_Neisseriales	order_Pasteurellales	order_Pseudomonadales	order_Rhizobiales	order_Selenomonadales	order_unclassified_Bacteria	order_unclassified_Chloroplast	family_Actinomycetaceae	family_Bacillaceae.1	family_Bacillales_Incertae.Sedis.XI	family_Carnobacteriaceae	family_Chloroplast	family_Clostridiales_Incertae.Sedis.XI	family_Comamonadaceae	family_Corynebacteriaceae	family_Enterobacteriaceae	family_Flavobacteriaceae	family_Fusobacteriaceae	family_Lachnospiraceae	family_Micrococcaceae	family_Moraxellaceae	family_Neisseriaceae	family_Pasteurellaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Propionibacteriaceae	family_Staphylococcaceae	family_Streptococcaceae	family_Veillonellaceae	family_unclassified_Actinomycetales	family_unclassified_Bacteria	genus_Actinomyces	genus_Anaerococcus	genus_Corynebacterium	genus_Dolosigranulum	genus_Finegoldia	genus_Fusobacterium	genus_Gemella	genus_Granulicatella	genus_Neisseria	genus_Peptoniphilus	genus_Porphyromonas	genus_Prevotella	genus_Propionibacterium	genus_Rothia	genus_Staphylococcus	genus_Streptococcus	genus_Streptophyta	genus_Veillonella	genus_unclassified_Actinomycetales	genus_unclassified_Bacteria	genus_unclassified_Neisseriaceae
ZY1ZKJY-02	0.341538026	0.004049299	7.07E-05	0.636553322	0.000583523	0.015047831	0.001556062	0.341538026	0.002387141	0.62150549	0.003412728	0.001945078	7.07E-05	0.014375895	0.000636571	0.000583523	0.010680247	0.000671936	0.001556062	0.341308153	0.603752232	0.003412728	0.001927396	0.014375895	0.007957138	0.000636571	0.000583523	0.017753258	1.77E-05	0.000159143	0.00175057	0.000565841	0.000671936	0.001556062	7.07E-05	0.000495111	0.002404824	0	0.000512793	7.07E-05	0.00818701	0	0.01587891	0.007957138	0.000636571	0.000583523	0.002033491	0.001184729	0.000884126	1.77E-05	0.000159143	0.002104221	0.001043269	0.320814104	0.600816933	0.007037646	0.000671936	0.00014146	0.001556062	0.000406698	0.003642601	0.01587891	0	0.000724984	0.000583523	0	0.000512793	1.77E-05	0.0029353	0.001184729	0.001043269	0.320814104	7.07E-05	0.600816933	0.004880378	7.07E-05	0.000353651	0.00014146	0.001556062	0
ZY1ZKJY-03	0.162572501	0.001023541	0.004975549	0.810218356	0	0.015125668	0.006084385	0.162572501	0.0023314	0.795035824	0.001023541	0.009297168	0.004975549	0.015182532	0	0	0.0034971	0	0.006084385	0.162572501	0.790572046	0.001023541	0.000255885	0.015182532	0	0	0	0.004463778	0.009041283	0.000369612	0.003127488	0	0	0.006084385	0.004975549	0.00216081	0.00565791	0	2.84E-05	0.004975549	0.011202093	0.000255885	0.054219265	0	0	0	0.001933356	0.002445127	2.84E-05	0.009041283	0.000369612	0.00099511	2.84E-05	0.10360514	0.784885705	0.001478449	0	0	0.006084385	0	0.008557944	0.054219265	2.84E-05	0.002644149	0	0	0	0	0	0	0	0.10360514	0	0.784885705	0	0.004975549	0	0	0.006084385	0.009041283
ZY1ZKJY-04	0.2709636	0.005967523	0.003661349	0.680820713	0	0.035353415	0.001949549	0.2709636	0.015762821	0.660635743	0.002282399	0.010128147	0.002329949	0.020161194	0.001022325	0	0.008416348	2.38E-05	0.001949549	0.2709636	0.652314496	0.002282399	0.005373149	0.020161194	0.0001902	0.001022325	0	0.008321248	0.003946649	0	0.005563348	0	2.38E-05	0.001949549	0.002329949	0.00080835	0.005848648	0	0.00147405	0.002329949	0.01918642	0.00099855	0.100591997	0.0001902	0.001022325	0	0.000974775	0.004588574	0.005087849	0.003946649	0	0	0.002282399	0.158793181	0.646465847	0.001783125	2.38E-05	0.002591474	0.001949549	0.00080835	0.010199472	0.100591997	2.38E-05	0	0	0	0.001450275	0	0.006823423	0	0.002282399	0.158793181	0	0.646109222	0.001783125	0.002329949	2.38E-05	0.002591474	0.001949549	0.002496374
ZY1ZKJY-05	0.55597951	0.017981744	0.000252967	0.357906276	0.002550752	0.062166663	0.000948627	0.55597951	0.005986888	0.311676539	0.015178026	0.049244261	0.000252967	0.044522208	0.002803719	0.002550752	0.006935514	0.001707528	0.000948627	0.555515737	0.296603917	0.015178026	0.009549508	0.044522208	0.000674579	0.002803719	0.002550752	0.015072623	0.034508928	0.001264835	0.003478298	0.005986888	0.001707528	0.000948627	0.000252967	0.003752345	0.002044817	0.005502034	0.002297784	0.000252967	0.034614331	0.009549508	0.22503531	0.000674579	0.002803719	0.00069566	0.001517803	0.003457217	2.11E-05	0.034508928	0.001264835	0.010224087	0.004953939	0.318253684	0.287771149	0.009570588	0.001707528	0.001918334	0.000948627	0.00356262	0.028775007	0.22503531	0	0.00177077	0.00069566	0.005502034	0.002297784	0.004658811	0.004068554	0.010224087	0.003478298	0.318253684	0.002466429	0.287771149	0.009570588	0.000252967	0.001707528	0.001918334	0.000948627	0.029154457
ZY1ZKJY-07	0.31443497	0.00322655	0	0.635348647	0	0.046989834	0	0.31443497	0.016363217	0.611943356	0.001613275	0.014442652	0	0.022739495	0.001203554	0	0.012317226	0.000665796	0	0.31443497	0.604593992	0.001613275	0.007042073	0.022739495	5.12E-05	0.001203554	0	0.007349364	0.007400579	0.000691404	0.008834601	7.68E-05	0.000665796	0	0	0.000691404	0.01165143	0.005608051	0.002330286	0	0.020537246	0.002560754	0.05108704	5.12E-05	0.001203554	0	0.001818135	0.005454406	0.000998694	0.007400579	0.000691404	0	0.001613275	0.253514635	0.587334511	0.004430104	0.000665796	0.000512151	0	0	0.012061151	0.05108704	0	0.004967863	0	0.005608051	0.002330286	0.002458324	0.003508233	0	0.001587667	0.253514635	0.002048603	0.587334511	0.004430104	0	2.56E-05	0.000512151	0	0.004942255
ZY1ZKJY-08	0.385141571	0.007706295	0.003550091	0.558489913	0.007186769	0.031128236	0	0.385141571	4.33E-05	0.506710538	0.002727509	0.030652005	0	0.050090917	0.003463503	0.007186769	0.000432938	0	0	0.384015932	0.497402372	0.002727509	0.008269114	0.050090917	0	0.003463503	0.007186769	0.009308165	0.02238289	0	4.33E-05	0	0	0	0	0	0.012035674	0.00125552	0	0	0.033292926	0	0.168889081	0	0.003463503	0.001039051	0.00822582	0.004892198	4.33E-05	0.02238289	0	0	0.002727509	0.208329726	0.484111178	0.009308165	0	0.001904927	0	0	0.015975409	0.168889081	0	0	0.001039051	0.00125552	0	0.006147718	0.017317517	0	0.002684215	0.208329726	0.001775045	0.484111178	0.009308165	0	0	0.001904927	0	0.016235172
ZY1ZKJY-09	0.898316261	0.006975279	0.000381003	0.082003488	0	0.009231987	0.000439618	0.898316261	0.001831743	0.055040225	0.000542196	0.00653566	0.000381003	0.026626222	0.005407306	0	0.000864583	0.000263771	0.000439618	0.898140414	0.046453012	0.000542196	0.000366349	0.026626222	0.000424964	0.005407306	0	0.008587213	0.005905541	0	0.000322387	0.000644774	0.000263771	0.000439618	0.000381003	0.000102578	0.005216805	0.000175847	0.002652364	0.000381003	0.02532202	0.000366349	0.072859425	0.000424964	0.005407306	0	0.000424964	0.000732697	0.000219809	0.005905541	0	0.000249117	0.000293079	0.823742325	0.040488856	0.005729693	0.000263771	0.000688736	0.000439618	8.79E-05	0.024603977	0.072859425	0	0.00055685	0	0.000175847	0.002652364	0.000498234	0	0.000131886	7.33E-05	0.823742325	0.000395657	0.040488856	0.005465922	0.000381003	0.000263771	0.000688736	0.000439618	0.005407306
ZY1ZKJY-10	0.41808895	0.021701757	0.007275445	0.487679083	0	0.057481002	0	0.41808895	0.017789959	0.451002865	0.017092313	0.014775134	0.007275445	0.036676218	0	0	0.024915909	0	0	0.411785225	0.417241809	0.017092313	0	0.036676218	0.024691666	0	0	0.033761056	0.014775134	0	0	0.004285536	0	0	0.007275445	0.003986545	0.003637723	0	0.004983182	0.007275445	0.028304472	0	0.091117479	0.024691666	0	0	0.00286533	0.020431045	0	0.014775134	0	0.004783854	0.012308459	0.28678211	0.403762302	0.0120593	0	4.98E-05	0	0.003986545	0.008496325	0.091117479	0	0	0	0	0.004983182	0.007225614	0.012632366	0	0.012308459	0.28678211	0	0.403762302	0.0120593	0.007275445	0	4.98E-05	0	0.00754952
ZY1ZKJY-11	0.307166118	0.009262441	0	0.624347456	0	0.047719574	0	0.307166118	0.012879048	0.616165087	0.00500761	0.017297527	0	0.008166004	0	0	0.017542998	1.64E-05	0	0.307166118	0.599980362	0.00500761	0.00248744	0.008166004	0.014810087	0	0	0.016184725	0.014810087	0	0.002732911	0.000490942	1.64E-05	0	0	0	0	0	4.91E-05	0	0.008149639	0.002471075	0.151913856	0.014810087	0	0	0	0	0.00217651	0.014810087	0	0	0.00500761	0.155252262	0.599980362	0.009507912	1.64E-05	0	0	0	3.27E-05	0.151913856	4.91E-05	0.008067815	0	0	0	0	4.91E-05	0	0.00500761	0.155252262	0	0.599980362	0.009507912	0	1.64E-05	0	0	0.014810087
ZY1ZKJY-2011	0.293072311	0.017265044	0.000650148	0.643466012	0	0.041392762	0.004153724	0.293072311	0.019071011	0.61406487	0.016181464	0.013039081	0.000650148	0.029148306	0.00108358	0	0.00928267	0.000252835	0.004153724	0.291916492	0.585458354	0.016181464	0.002961786	0.029148306	0.001372535	0.00108358	0	0.028606516	0.009716102	0	0.006754316	0.003214621	0.000252835	0.004153724	0.000650148	0.00270895	0.002419996	0.001300296	0.000433432	0.000650148	0.022032796	0	0.085241638	0.001372535	0.00108358	0	0.003648053	0.001878206	0.000975222	0.009716102	0	0.000794625	0.011955501	0.200534566	0.581738063	0.00599581	0.000252835	7.22E-05	0.004153724	0.000794625	0.006320884	0.085241638	0	0.000866864	0	0.001300296	0.000433432	0.001011341	0.010041176	0.000794625	0.011955501	0.200534566	0	0.581738063	0.00599581	0	0	7.22E-05	0.004153724	0.008704761
ZY1ZKJY-2012	0.2243623	0.001714067	0.001195336	0.734003924	0.00038341	0.035409008	0.002931956	0.2243623	0.010915898	0.705383522	0.001623853	0.007374997	0.001195336	0.026748461	9.02E-05	0.00038341	0.017118113	0.000811926	0.002931956	0.222422698	0.694039108	0.001623853	0.000992354	0.026748461	9.02E-05	9.02E-05	0.00038341	0.011344415	0.006382643	0.000202982	0.013938068	0	0.000811926	0.002931956	0.001195336	0.001939602	0.000699159	0	0	0.001195336	0.013780194	9.02E-05	0.088860822	9.02E-05	9.02E-05	0.00038341	0.007149462	0.00687882	0.000428517	0.006382643	0.000202982	0.000631498	0.000248089	0.123412797	0.693339949	0.004262613	0.000428517	0	0.002931956	0.001714067	0.007420104	0.088860822	0	0.002774082	0.00038341	0	0	0.001037461	0.003586008	0.000631498	0.000248089	0.123412797	0	0.69264079	0.004262613	0.001195336	0.000428517	0	0.002931956	0.005029432
ZY1ZKJY-2015	0.544831255	0.014362551	0	0.32123648	0	0.030971098	0.010964005	0.544831255	0.006797092	0.270937999	0.007949642	0.011968792	0	0.050180271	0.006412909	0	0.006797092	0.00011821	0.010964005	0.544831255	0.257107394	0.007949642	0	0.050180271	5.91E-05	0.006412909	0	0.013830605	0.011968792	0	0.006678882	0.006797092	0.00011821	0.010964005	0	0.010668479	0.001773154	0	2.96E-05	0	0.040575684	0	0.111856493	5.91E-05	0.006412909	0	0.00596962	0.0109049	8.87E-05	0.011968792	0	0	0.001654944	0.37440156	0.251847036	0.008511141	0.00011821	0.009249956	0.010964005	0.003782729	0.018499911	0.111856493	2.96E-05	0.002275548	0	0	0	0	0.019800225	0	0.001654944	0.37440156	0	0.250930906	0.008511141	0	0	0.009249956	0.010964005	0.011968792
ZXSO14L-02	0.904826773	0.003578399	0.001890859	0.082303188	0.000752277	0.006404522	0.000101659	0.904826773	0.001931522	0.074394112	0.003151431	0.002704131	0.001890859	0.006689167	0.000325309	0.000752277	0.001606213	0.00111825	0.000101659	0.904826773	0.065387118	0.003151431	0.000528627	0.006689167	8.13E-05	0.000325309	0.000752277	0.009006994	0.002175504	0.000121991	0.000914932	0.000691282	0.00111825	0.000101659	0.001890859	0.000752277	0.000142323	0.000243982	0.00067095	0.001890859	0.005469258	0.000162655	0.85058149	8.13E-05	0.000325309	0.000304977	0.000325309	0.000833604	0.000569291	0.002175504	0.000121991	0.00111825	0.002033182	0.052008783	0.064817827	0.005469258	0.00111825	4.07E-05	0.000101659	0.00067095	0.003822381	0.850561158	2.03E-05	0.000487964	0.000304977	0.000243982	0.000650618	0.000548959	0.000813273	0.00111825	0.000935264	0.051724138	0.000243982	0.063862232	0.005286272	0.001890859	0.000975927	4.07E-05	0.000101659	0.001423227
ZXSDNAK-01	0.175907381	4.88E-05	0.000146549	0.615944507	0	0.207903864	0	0.175907381	9.77E-05	0.531141615	4.88E-05	0.207708466	0.000146549	0.084607494	0	0	9.77E-05	0	0	0.175907381	0.530701969	4.88E-05	0.000244248	0.084607494	0	0	0	0.000439646	0.207464218	0	4.88E-05	4.88E-05	0	0	0.000146549	0	0.000146549	0	0.000195398	0.000146549	0.084607494	4.88E-05	0.035171706	0	0	0	0	0.000635045	0	0.207464218	0	4.88E-05	0	0.123198671	0.53055542	0.000195398	0	0.01680426	0	0	0.081139172	0.035171706	0.000146549	0.000390797	0	0	4.88E-05	0	0.003077524	4.88E-05	0	0.123198671	0	0.53055542	0.000195398	0.000146549	0	0.01680426	0	0.207464218
ZXKBAO5-03	0.66453595	0.014890243	0.000668946	0.264357564	0.013304593	0.038922749	0.000668946	0.66453595	0.007606164	0.235023041	0.008473316	0.027327684	0.000668946	0.008869729	0.006416927	0.013304593	0.001214013	0.02019226	0.000668946	0.663693573	0.028368267	0.008473316	0.009340469	0.008869729	0.000371637	0.006416927	0.013304593	0.206654774	0.017888113	0	0.000123879	0.000272534	0.02019226	0.000668946	0.000668946	0.004261434	0.000371637	0.001139686	0.172835836	0.000668946	0.007061097	0	0.613596948	0.000371637	0.006416927	0.012462217	7.43E-05	0.004806501	0.000123879	0.017888113	0	0.002155493	0.005004707	0.038229027	0.026856945	0.033595957	0.02019226	0.002428026	0.000668946	0.004261434	0.001362668	0.613596948	0.172241217	0.000520291	0.012462217	0.001139686	0.000594619	0.000421188	0.001511323	0.001957287	0.005004707	0.037535305	0.001461771	0.026856945	0.033149993	0.000668946	0.018557059	0.002428026	0.000668946	0.016773203
ZXKBAO5-04	0.702638889	0.000416667	0.006944444	0.259618056	0	0.029166667	0.001215278	0.702638889	0.017118056	0.257083333	0.000416667	0.011354167	0.006944444	0.002465278	0	0	0.000694444	6.94E-05	0.001215278	0.702534722	0.013368056	0.000416667	0.000138889	0.002465278	6.94E-05	0	0	0.243715278	0.011215278	0	0.000625	0.000729167	6.94E-05	0.001215278	0.006944444	0.000347222	0.000381944	0.000173611	0.242013889	0.006944444	0.002361111	3.47E-05	0.657638889	6.94E-05	0	0	0	0.002326389	0.000243056	0.011215278	0	0	0.000416667	0.039618056	0.0128125	0.001388889	6.94E-05	0.002534722	0.001215278	0.000277778	0.000763889	0.657638889	0.241979167	0.000625	0	0.000173611	3.47E-05	3.47E-05	0.000972222	0	0.000416667	0.039618056	0.000347222	0.0128125	0.001388889	0.006944444	6.94E-05	0.002534722	0.001215278	0.011180556
ZXHCGKV-01	0.722522379	0.000768049	0.001324223	0.268843689	0.000105938	0.006144393	0.000132422	0.722522379	0.001906881	0.268155093	0.000344298	0.003231103	0.000821018	0.000635627	0.000158907	0.000105938	0.001006409	5.30E-05	0.000132422	0.722495895	0.264871021	0.000344298	0.002648445	0.000635627	0	0.000158907	0.000105938	0.003284072	0.000344298	0	0.000158907	0.000317813	5.30E-05	0.000132422	0.000821018	0.000132422	0.000370782	0	7.95E-05	0.000821018	0.000450236	0.000185391	0.602918587	0	0.000158907	0.000105938	2.65E-05	0.000317813	0	0.000344298	0	2.65E-05	0.000317813	0.095767784	0.264208909	0.001377192	5.30E-05	0.022670692	0.000132422	0.000132422	0.000185391	0.602918587	7.95E-05	7.95E-05	0.000105938	0	0	5.30E-05	0.000185391	2.65E-05	0.000317813	0.095767784	0	0.264208909	0.001377192	0.000688596	5.30E-05	0.022670692	0.000132422	2.65E-05
ZXHCGKV-02	0.730877111	0.00023374	0.004265763	0.259159703	0.000350611	0.004908549	0	0.730877111	0.003564542	0.258633787	0.000146088	0.000175305	0.004265763	0.000496698	0	0.000350611	0.000175305	2.92E-05	0	0.730877111	0.255069246	0.000146088	5.84E-05	0.000496698	2.92E-05	0	0.000350611	0.003564542	0	0	5.84E-05	0.000467481	2.92E-05	0	0.004265763	0.00011687	0.000993397	0	5.84E-05	0.004265763	5.84E-05	0	0.661748378	2.92E-05	0	0	0	0.000379828	0	0	0	0	2.92E-05	0.018582364	0.254017414	0.00298019	2.92E-05	0.049027055	0	0.00011687	0	0.661748378	2.92E-05	0	0	0	2.92E-05	0	5.84E-05	0	2.92E-05	0.018582364	0.00023374	0.254017414	0.002892538	0.004265763	2.92E-05	0.049027055	0	0
ZXHCGKV-04	0.731754564	4.84E-05	0.002954138	0.264903869	0	0.000290571	4.84E-05	0.731754564	9.69E-05	0.264903869	4.84E-05	9.69E-05	0.002954138	0	0	0	0	0	4.84E-05	0.731754564	0.103443266	4.84E-05	4.84E-05	0	0	0	0	0.161460603	4.84E-05	0	0	0	0	4.84E-05	0.002954138	0	0	0	0.161460603	0.002954138	0	4.84E-05	0.698387331	0	0	0	0	4.84E-05	0	4.84E-05	0	0	4.84E-05	0.030994237	0.103443266	0	0	0.002324568	4.84E-05	0	0	0.698387331	0.161460603	0	0	0	0	0	0	0	4.84E-05	0.030945809	4.84E-05	0.103443266	0	0.002954138	0	0.002324568	4.84E-05	4.84E-05
ZXHCGKV-05	0.734292263	0.000790326	0	0.264127084	0	0.000711294	0	0.734292263	0.000711294	0.264048052	0	0	0	7.90E-05	0	0	0	0	0	0.734292263	0.113411839	0	0	7.90E-05	0	0	0	0.150636213	0	0	0	0.000158065	0	0	0	0	0	0	0.149845886	0	7.90E-05	0	0.597012566	0	0	0	0	7.90E-05	0	0	0	0	0	0.137121631	0.113411839	0.000632261	0	7.90E-05	0	0	7.90E-05	0.597012566	0.149845886	0	0	0	0	0	0	0	0	0.137121631	7.90E-05	0.113411839	0.000632261	0	0	7.90E-05	0	0
ZXHCGKV-06	0.931811792	0.001190772	0	0.054593567	0	0.01240387	0	0.931811792	0.010468866	0.051054329	0.001190772	0	0	0.003539238	0	0	0.001935004	0	0	0.931133714	0.038270074	0.001190772	0	0.003539238	0.001935004	0	0	0.012784255	0	0	0	0.009641942	0	0	0	0	0.00066154	0	0.01273464	0	0	0	0.728471016	0.001935004	0	0	0	0.000314231	0	0	0	0	0	0.202001158	0.035541222	4.96E-05	0	3.31E-05	0	0	0	0.728471016	0.01273464	0	0	0	0	0	0	0	0	0.202001158	0	0.035541222	4.96E-05	0	0	3.31E-05	0	0
ZXHCGKV-07	0.780197625	0.000259507	0.003293742	0.212735802	0	0.002874538	0.000119772	0.780197625	0.002275676	0.212596067	0	0.000199621	0.003293742	9.98E-05	0.000179659	0	0.000379279	3.99E-05	0.000119772	0.780137738	0.199480986	0	0.000199621	9.98E-05	0	0.000179659	0	0.013115081	0	0	0.000259507	0.000179659	3.99E-05	0.000119772	0.003293742	2.00E-05	0	0	0.011737698	0.003293742	5.99E-05	9.98E-05	0.55953688	0	0.000179659	0	3.99E-05	0.000219583	0.000259507	0	0	0	0	0.219722527	0.199361214	0.001357421	3.99E-05	0.000119772	0.000119772	2.00E-05	0	0.55953688	0.011498154	0	0	0	0	0	5.99E-05	0	0	0.219602755	2.00E-05	0.199361214	0.00047909	0.003293742	3.99E-05	0.000119772	0.000119772	0
ZX52KVK-04	0.123565921	0.001316532	0.001974798	0.86467933	0	0.008463419	0	0.123565921	0.000564228	0.858660899	0.001316532	0.007899191	0.001974798	0.006018431	0	0	0	0	0	0.123565921	0.857344367	0.001316532	0	0.006018431	0	0	0	0.001316532	0.007899191	0	0	0.000564228	0	0	0.001974798	0.003150273	0.007334963	0	0	0.001974798	0.006018431	0	0.020077111	0	0	0	0	0.000423171	0	0.007899191	0	0	0.001316532	0.097564416	0.850009404	0.001316532	0	0.00235095	0	0.002492007	0.003949596	0.020077111	0	0.002068836	0	0	0	0.00188076	0	0	0.001316532	0.097564416	0	0.850009404	0.001316532	0.001974798	0	0.00235095	0	0.006018431
ZX52KVK-07	0.682114708	0.004033503	0.008355113	0.260984092	0.00500072	0.032226864	0	0.682114708	0.011791822	0.2430597	0	0.012861935	0.008355113	0.017903813	0.004033503	0.00500072	0.007573107	2.06E-05	0	0.682114708	0.236021649	0	0.002346017	0.017903813	0.007573107	0.004033503	0.00500072	0.007038051	0.010515918	0	0	0.005391723	2.06E-05	0	0.008355113	0	0	0	0.000411582	0.008355113	0.017903813	0.002346017	0.069372132	0.007573107	0.004033503	0.00500072	0	0.007202684	0	0.010515918	0	0	0	0.602905768	0.236021649	0.005329986	2.06E-05	0.002592966	0	0	0.014178997	0.069372132	0.000411582	0.002860494	0.00500072	0	0	0.00454798	0.000864322	0	0	0.602905768	8.23E-05	0.236021649	0.005329986	0.008355113	0	0.002592966	0	0.005967938
ZX52KVK-1012	0.010628743	0.006811377	0	0.97754491	0	0.002320359	0.001422156	0.010628743	0.000149701	0.965194611	0.006811377	0	0	0.011302395	0	0	0.000973054	0.000374251	0.001422156	0.010254491	0.96497006	0.006811377	0	0.011302395	0.000374251	0	0	0.000224551	0	0.000374251	0.000224551	0	0.000374251	0.001422156	0	0.000149701	0	0	0.000149701	0	0.001197605	0	0.003368263	0.000374251	0	0	0.006362275	0	0.000224551	0	0.000374251	0.000299401	0.000598802	0.006661677	0.96497006	7.49E-05	0.000224551	7.49E-05	0.001422156	0.000149701	0.000973054	0.003368263	0.000149701	0.000224551	0	0	0	0	0	0	0.000149701	0.006661677	0	0.96497006	7.49E-05	0	0	7.49E-05	0.001422156	0
ZX52KVK-1014	0.164522822	0.021576763	0	0.798962656	0.002178423	0.004564315	0.008195021	0.164522822	0	0.716390041	0.020020747	0	0	0.082572614	0	0.002178423	0.004460581	0	0.008195021	0.162863071	0.711721992	0.020020747	0	0.082572614	0	0	0.002178423	0.00466805	0	0.004460581	0	0	0	0.008195021	0	0	0	0.001970954	0.000103734	0	0.043049793	0	0.00466805	0	0	0.002178423	0.021576763	0	0	0	0.004460581	0	0.004979253	0.158195021	0.709751037	0.003526971	0	0	0.008195021	0	0.032780083	0.00466805	0.000103734	0.003526971	0.002178423	0.001970954	0	0	0	0	0.001659751	0.158195021	0	0.709751037	0.001659751	0	0	0	0.008195021	0
ZX52KVK-1021	0.07145547	0.050555451	0	0.841084542	0.011893554	0.017259775	0	0.07145547	0	0.836597	0	0.01713425	0	0.004487542	0.050555451	0.011893554	0.000125526	0	0	0.07145547	0.830948346	0	0.01713425	0.004487542	6.28E-05	0.050555451	0.011893554	0.005648654	0	0	6.28E-05	0	0	0	0	0	0.018420887	0	3.14E-05	0	0	0.011611122	0.010638298	6.28E-05	0.050555451	0.011893554	0.004487542	0	6.28E-05	0	0	0	0	0.053693592	0.812527459	0.005617272	0	0.00021967	0	0	0	0.010638298	3.14E-05	0	0.011893554	0	0	0	0	0	0	0.053693592	0	0.812527459	0.005617272	0	0	0.00021967	0	0
ZX52KVK-1022	0.074721068	0.002361756	0.004153433	0.915750468	0	0.003013275	0	0.074721068	0	0.911230556	0.001384478	0.002972555	0.004153433	0.004519912	0.000977278	0	4.07E-05	0	0	0.074721068	0.904837527	0.001384478	0.001343758	0.004519912	0	0.000977278	0	0.006393029	0.001628797	0	4.07E-05	0	0	0	0.004153433	0	0.003094715	0	0.002850395	0.004153433	0.003746233	0.001343758	0.004804952	0	0.000977278	0	0	0	4.07E-05	0.001628797	0	0	0.001384478	0.068775959	0.901742813	0.003542634	0	0.00016288	0	0	0.003746233	0.004804952	0.002483916	0	0	0	0.000366479	0.001628797	0	0	0.001384478	0.068775959	0	0.901742813	0.003542634	0.004153433	0	0.00016288	0	0
ZX52KVK-1032	0.198743164	4.80E-05	0	0.798138732	0	0.003070133	0	0.198743164	0.002926221	0.798138732	4.80E-05	4.80E-05	0	0	0	0	9.59E-05	0	0	0.198743164	0.783507627	4.80E-05	0	0	0	0	0	0.014631104	4.80E-05	0	9.59E-05	0.002926221	0	0	0	0	0.020291663	0	0	0	0	0	0.017317471	0	0	0	0	4.80E-05	0	4.80E-05	0	4.80E-05	0	0.181377722	0.763215965	0.004221433	0	0	0	0	0	0.014487192	0	0	0	0	0	4.80E-05	0	4.80E-05	0	0.181377722	4.80E-05	0.763215965	0.004221433	0	0	0	0	0
ZX52KVK-1033	0.064060519	0.005203551	0	0.919323101	0.001049456	0.008439372	0	0.064060519	0.004372732	0.913594823	0.005203551	0.001268092	0	0.003279549	0	0.001049456	0.002798548	0.00244873	0	0.064060519	0.907516726	0.005203551	0	0.003279549	8.75E-05	0	0.001049456	0.006078097	0.001268092	0	0.002711094	0.004372732	0.00244873	0	0	0.000524728	0.001530456	0.000262364	0	0	0.003279549	0	0.006559097	8.75E-05	0	0.001049456	0	0.000218637	0	0.001268092	0	0.003192094	0.001967729	0.055183873	0.905723906	0.006078097	0.00244873	0.001574183	0	0.000524728	0.003192094	0.006559097	0	0	0.001049456	0.000262364	0	0	8.75E-05	0.003192094	0.001967729	0.055183873	0.000218637	0.905723906	0.006078097	0	0.00244873	0.001574183	0	0.001268092
ZX52KVK-1034	0.113466613	0.014133011	0	0.867838454	0	0.004561921	0	0.113466613	0.003667427	0.853347645	0.006619258	0	0	0.014490809	0.007513753	0	0.000894494	0	0	0.113466613	0.847309808	0.006619258	0	0.014490809	0	0.007513753	0	0.006037837	0	0	0.000894494	0	0	0	0	0	0	0	8.94E-05	0	0.012433472	0	0.006663983	0	0.007513753	0	0.002057337	0.000536697	0	0	0	0	0.006619258	0.106265933	0.847309808	0.002549309	0	0	0	0	0.012433472	0.006663983	4.47E-05	0	0	0	4.47E-05	0	0	0	0.006037837	0.106265933	0.000536697	0.847309808	0.002549309	0	0	0	0	0
ZX52KVK-1035	0.210265426	0.002661588	0.002734842	0.763753571	0.004590628	0.015993944	0	0.210265426	0	0.742216687	0.002661588	0.007105707	0.002734842	0.021536884	0	0.004590628	0.008888238	0	0	0.210265426	0.732669157	0.002661588	0.002954607	0.021536884	0.000268601	0	0.004590628	0.00954753	0.0041511	0.000293019	0.008326618	0	0	0	0.002734842	0	0.00954753	0	4.88E-05	0.002734842	0.021536884	0.002954607	0.013527702	0.000268601	0	0.004590628	0	0	0	0.0041511	0.000293019	0	0.002661588	0.196737724	0.723121627	0.005640612	0	0	0	0	0.021536884	0.013527702	4.88E-05	0	0.004590628	0	0	0	0	0	0	0.196737724	0	0.723121627	0.005640612	0.002734842	0	0	0	0
