HostSampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Cyanobacteria.Chloroplast	phylum_Firmicutes	phylum_Fusobacteria	phylum_Proteobacteria	phylum_unclassified_Bacteria	class_Actinobacteria	class_Alphaproteobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Chloroplast	class_Clostridia	class_Flavobacteria	class_Fusobacteria	class_Gammaproteobacteria	class_Negativicutes	class_unclassified_Bacteria	order_Actinomycetales	order_Bacillales	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Enterobacteriales	order_Flavobacteriales	order_Fusobacteriales	order_Lactobacillales	order_Neisseriales	order_Pasteurellales	order_Pseudomonadales	order_Rhizobiales	order_Selenomonadales	order_unclassified_Bacteria	order_unclassified_Chloroplast	family_Actinomycetaceae	family_Bacillaceae.1	family_Bacillales_Incertae.Sedis.XI	family_Carnobacteriaceae	family_Chloroplast	family_Clostridiales_Incertae.Sedis.XI	family_Comamonadaceae	family_Corynebacteriaceae	family_Enterobacteriaceae	family_Flavobacteriaceae	family_Fusobacteriaceae	family_Lachnospiraceae	family_Micrococcaceae	family_Moraxellaceae	family_Neisseriaceae	family_Pasteurellaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Propionibacteriaceae	family_Staphylococcaceae	family_Streptococcaceae	family_Veillonellaceae	family_unclassified_Actinomycetales	family_unclassified_Bacteria	genus_Actinomyces	genus_Anaerococcus	genus_Corynebacterium	genus_Dolosigranulum	genus_Finegoldia	genus_Fusobacterium	genus_Gemella	genus_Granulicatella	genus_Neisseria	genus_Peptoniphilus	genus_Porphyromonas	genus_Prevotella	genus_Propionibacterium	genus_Rothia	genus_Staphylococcus	genus_Streptococcus	genus_Streptophyta	genus_Veillonella	genus_unclassified_Actinomycetales	genus_unclassified_Bacteria	genus_unclassified_Neisseriaceae
ZOZOW1T-1012	0.060804475	0.000822571	0.000493543	0.106045899	0	0.831833512	0	0.060804475	0	0.101817883	0.000180966	0.001595788	0.000493543	0.004228017	0.00046064	0	0.8299745	0	0	0.060804475	0.006958954	0.000180966	0	0.004228017	3.29E-05	0.00046064	0	0.094858929	0.001595788	1.65E-05	0.829925146	0	0	0	0.000493543	8.23E-05	0.000871926	0	0.094562803	0.000493543	0.004228017	0	0.049058156	3.29E-05	0.00046064	0	0	0	0.829925146	0.001595788	1.65E-05	0.000180966	0	0.006926051	0.006087028	0.000296126	0	0.00426092	0	8.23E-05	0.001891914	0.049058156	0.094562803	0.0005758	0	0	0	0.000378383	0.001760303	0.000180966	0	0.006926051	0	0.006087028	0.000296126	0.000493543	0	0.00426092	0	0.001217406
ZOZOW1T-1021	0.337166205	0.00680986	0.00370635	0.441770117	0.000357239	0.209096186	0.000491203	0.337166205	0.002054122	0.392471198	0.005894436	0.007211753	0.003505403	0.048249531	0.000245602	0.000357239	0.197753863	0.000535858	0.000491203	0.337099223	0.116214165	0.005894436	0.00051353	0.048249531	0.002322051	0.000245602	0.000357239	0.276257033	0.006698223	0.000245602	0.194806645	0.001428954	0.000535858	0.000491203	0.003505403	0.000200947	2.23E-05	6.70E-05	0.267794945	0.003505403	0.043806377	0.000133964	0.273890328	0.002322051	0.000245602	0.000178619	0.003148165	0.00129499	0.194806645	0.006698223	0.000245602	0.000223274	8.93E-05	0.053451817	0.116057873	0.007948558	0.000334911	0.006854515	0.000491203	0.000200947	0.018822006	0.273890328	0.267393052	0.006251675	0.000178619	6.70E-05	0.000357239	0.000133964	0.018665714	4.47E-05	6.70E-05	0.053295526	0.000156292	0.116057873	0.005157632	0.003505403	0.000334911	0.006854515	0.000491203	0.005983746
ZOZOW1T-1022	0.603633578	0.000525337	0	0.194637189	0	0.201203896	0	0.603633578	4.38E-05	0.187260589	2.19E-05	0.003699245	0	0.00715771	0.000503448	0	0.196979315	0.00021889	0	0.603633578	0.013833862	2.19E-05	0	0.00715771	8.76E-05	0.000503448	0	0.173426726	0.003699245	0	0.196891759	0	0.00021889	0	0	2.19E-05	0.001707344	0	0.172857612	0	0.00715771	0	0.593608405	8.76E-05	0.000503448	0	0	0	0.196891759	0.003699245	0	0	2.19E-05	0.006172704	0.012126519	0.000569115	0.00021889	0.001948123	0	2.19E-05	0.002407792	0.593608405	0.172857612	0.000240779	0	0	0	0	0.004509139	0	2.19E-05	0.006172704	0	0.012126519	0.000569115	0	0.00021889	0.001948123	0	0.003699245
ZOZOW1T-1042	0.771293882	0	0	0.185100532	0	0.043605586	0	0.771293882	0	0.124436032	0	0.030534624	0	0.0606645	0	0	0.013070962	0	0	0.771293882	0.083175601	0	0.011297216	0.0606645	0.013070962	0	0	0.041260431	0.019237408	0	0	0	0	0	0	0	0	0	0.041260431	0	0.0606645	0.007964001	0.631656012	0.013070962	0	0	0	0	0	0.019237408	0	0	0	0.126828804	0.083175601	0	0	0.012809066	0	0	0.030951276	0.631656012	0.041260431	0	0	0	0	0	0.029713225	0	0	0.126828804	0	0.083175601	0	0	0	0.012809066	0	0.019237408
ZOZOW1T-1043	0.86914848	0.004392624	0.000428831	0.116074223	0	0.00929521	0	0.86914848	8.11E-05	0.083054207	0.003616092	0.003697222	0.000428831	0.031675572	0	0	0.005516858	0.000324521	0	0.868140147	0.010222413	0.003616092	0	0.031675572	0.005516858	0	0	0.072831794	0.003697222	0	0	6.95E-05	0.000324521	0	0.000428831	0	0	0	0.071209189	0.000428831	0.029496645	0	0.625444768	0.005516858	0	0	0	0	0	0.003697222	0	0.000162261	0.002202107	0.242544709	0.010222413	0	0.000324521	0.00015067	0	0	0.009886302	0.625444768	0.071209189	0.003314751	0	0	0	5.80E-05	0.016295592	2.32E-05	0.002016666	0.242544709	0	0.010222413	0	0.000428831	0.000324521	0.00015067	0	0.003639272
ZOZOW1T-4012	0.308387338	0.007306206	0.000981431	0.248348704	9.35E-05	0.434727069	0.000124626	0.308387338	0.000171361	0.214808699	0.007103689	0.002975449	0.000981431	0.031857552	1.56E-05	9.35E-05	0.429227941	0.000436191	0.000124626	0.307982303	0.063777418	0.007103689	0.000233674	0.031857552	0.003692049	1.56E-05	9.35E-05	0.151031281	0.002741775	9.35E-05	0.425395688	9.35E-05	0.000436191	0.000124626	0.000981431	3.12E-05	6.23E-05	0.000701022	0.145983923	0.000981431	0.028243395	0.000109048	0.273788011	0.003692049	1.56E-05	9.35E-05	0.002788509	0.000109048	0.425317797	0.002741775	9.35E-05	0.000311565	9.35E-05	0.02927156	0.062702517	0.003551844	0.000436191	0.002757353	0.000124626	3.12E-05	0.01113846	0.27361665	0.145173853	0.00376994	9.35E-05	0.000701022	0.000389457	0.000124626	0.013334995	0.000218096	0	0.02927156	1.56E-05	0.062655783	0.003551844	0.000981431	0.000436191	0.002757353	0.000124626	0.002617149
ZOZOW1T-44	0.516843563	0.031379788	0	0.324642363	0.007037379	0.109829257	0.000230734	0.516843563	0.016151361	0.301107522	0.00219197	0.023765575	0	0.008191048	0.029187817	0.007037379	0.06368251	0.000230734	0.000230734	0.516728196	0.013151823	0.00219197	0.023765575	0.008191048	0.006460545	0.029187817	0.007037379	0.287955699	0	0	0.055376096	0.004960775	0.000230734	0.000230734	0	0	0	0	0.267535764	0	0	0.004614675	0.403207199	0.006460545	0.029187817	0.007037379	0.00588371	0.004153207	0.037263498	0	0	0.000346101	0	0.091139825	0	0.012921089	0.000230734	0.018227965	0.000230734	0	0	0.403207199	0.267535764	0	0.007037379	0	0	0	0	0	0	0.091139825	0	0	0.004499308	0	0	0.018227965	0.000230734	0
ZOZOW1T-53	0.014036029	0.361405391	0.000134102	0.130481427	0.09941442	0.132269456	0.001743328	0.014036029	0.000134102	0.028876671	0.334719056	0.032005722	0.000134102	0.009878861	0.026686335	0.09941442	0.091368289	0.046265254	0.001743328	0.013767824	0.003486657	0.334719056	0.000402307	0.009878861	0.000268204	0.026686335	0.09941442	0.025390014	0.031603415	0.091010683	0	0	0.046265254	0.001743328	0.000134102	0.000894015	0	0.002726744	0.005006482	0.000134102	0.000357606	0.000223504	0.008448438	0.000268204	0.026686335	0.097268785	0.005185285	0.00183273	0	0.031603415	0.091010683	0.182021367	0.146841894	0.002592642	0.000759912	0.019847124	0.046175853	0	0.001743328	0.000894015	0.000178803	0.008448438	0.002279737	8.94E-05	0.097268785	0.002726744	0.002726744	0.030307094	0	0.180859148	0.055339502	0.002547942	0.00183273	0.000759912	0.019847124	0.000134102	0.045952349	0	0.001743328	0.000894015
ZOZOW1T-54	0.003076022	0.36655925	0	0.124945071	0.112494507	0.162370001	0.006005566	0.003076022	0	0.028270104	0.330232899	0.039768566	0	0.003881646	0.036326351	0.112494507	0.10707485	0.029441922	0.006005566	0.002929544	0.003588692	0.330232899	0.000292954	0.003881646	0	0.036326351	0.112494507	0.024681412	0.039475612	0.107001611	0	0	0.029441922	0.006005566	0	0.000585909	7.32E-05	0.003295738	0.004321078	0	7.32E-05	0.000146477	0.000439432	0	0.036326351	0.107807236	0.003076022	0.001245056	0	0.039475612	0.107001611	0.142522338	0.187271129	0.000659148	0.000219716	0.020213857	0.029441922	0	0.006005566	0.000585909	0	0.000439432	7.32E-05	0	0.107807236	0.003295738	0.004247839	0.038669987	0	0.142156145	0.085249744	0.000659148	0.001245056	0.000219716	0.020213857	0	0.029222206	0	0.006005566	0
ZOZOW1T-54b	0.875921432	0.005585825	0.000549425	0.097385651	0.001327778	0.019184103	4.58E-05	0.875921432	0.001144636	0.080902889	0.004990614	0.012819926	0.000549425	0.016253835	0.000595211	0.001327778	0.004807472	0.000228927	4.58E-05	0.875921432	0.017215329	0.004990614	0.001648276	0.016253835	0.001739847	0.000595211	0.001327778	0.06368756	0.01117165	0	0.003067625	0	0.000228927	4.58E-05	0.000549425	0.000183142	0	0	0.058971659	0.000549425	0.008836592	0.001648276	0.790256856	0.001739847	0.000595211	0	0.003433909	0.00352548	0.001419349	0.01117165	0	0	0.002563985	0.076003846	0.017215329	0.004670116	0.000228927	0.00402912	4.58E-05	0.000183142	0.0025182	0.7901195	0.058971659	0.003708621	0	0	0	0.001281993	0.002609771	0	0.002151916	0.076003846	0.00352548	0.017215329	0.004670116	0.000549425	0.000228927	0.00402912	4.58E-05	0.009889657
ZOZOW1T-55	0.106026829	0.310354768	0.000711074	0.248568244	0.116308567	0.204942922	0.001191529	0.106026829	0.002728985	0.124495522	0.261867241	0.153784064	0.000711074	0.078506361	0.048353	0.116308567	0.036956605	0.039205135	0.001191529	0.105488719	0.014740362	0.261867241	0.001575893	0.078506361	3.84E-05	0.048353	0.116308567	0.10975516	0.151919899	0.034900258	0.00074951	0.001037783	0.039205135	0.001191529	0.000711074	0.02213937	0	0.008513664	0.017603874	0.000711074	0.009320829	0.001037783	0.064342545	3.84E-05	0.048353	0.07370181	0.033843256	0.00641888	0.000365146	0.151919899	0.034900258	0.045412615	0.21437906	0.009782066	0.006226698	0.070338625	0.039185917	0.001268401	0.001191529	0.02213937	0.002017911	0.064169581	0.009167083	0	0.07370181	0.008513664	0.0081293	0.147980167	0.001633547	0.043759849	0.132086713	0.009782066	0.006322789	0.006226698	0.070338625	0.000711074	0.038859207	0.001268401	0.001191529	0.003305531
ZOZOW1T-56	0.531968531	0.002347112	8.69E-05	0.452862172	0	0.012517929	0.000130395	0.531968531	0.001086626	0.440952754	0.002216717	0.00647629	8.69E-05	0.011387838	0.000130395	0	0.003346807	0.00017386	0.000130395	0.531925066	0.018472639	0.002216717	0.000825836	0.011387838	0.002129787	0.000130395	0	0.422480115	0.005650454	0.00026079	0.000912766	0.00043465	0.00017386	0.000130395	8.69E-05	4.35E-05	4.35E-05	0	0.387099578	8.69E-05	0.009040727	0.000738906	0.50397705	0.002129787	0.000130395	0	0.001434346	0.000478115	0.000130395	0.005650454	0.00026079	0.000391185	0.001303951	0.025687834	0.018298779	0.003520668	0.00017386	0.001564741	0.000130395	4.35E-05	0.003868388	0.50389012	0.386534533	0.001434346	0	0	0.000304255	0.00026079	0.003737993	0.00034772	0.001303951	0.025687834	0.00034772	0.018298779	0.003520668	8.69E-05	0.00017386	0.001564741	0.000130395	0.005389664
ZOZOW1T-58	0.30486181	0.004546783	0	0.673086291	3.25E-05	0.017115391	0	0.30486181	0.008444026	0.669838589	0.002598162	0.002987886	0	0.00305284	0.001071742	3.25E-05	0.004124582	3.25E-05	0	0.30486181	0.001071742	0.002598162	0.002922932	0.00305284	0.000227339	0.001071742	3.25E-05	0.668766847	6.50E-05	0.000357247	0.001071742	0.000292293	3.25E-05	0	0	0	0	9.74E-05	0.010262739	0	0.001786236	0.001428989	0.295118704	0.000227339	0.001071742	0	9.74E-05	0.000682017	0.000357247	6.50E-05	0.000357247	0.000129908	0.001266604	0.006722744	0.000974311	0.658504108	0	6.50E-05	0	0	0.000682017	0.295118704	0.010230262	0	0	9.74E-05	3.25E-05	3.25E-05	0.001104219	0	0.001266604	0.006722744	0.000682017	0.000974311	0.658504108	0	0	6.50E-05	0	3.25E-05
ZOZOW1T-58b	0.665191627	0.038056026	0.005964291	0.207364938	0.017777436	0.061374481	0.001731568	0.665191627	0.010504848	0.17765892	0.030668001	0.020740342	0.005964291	0.025165461	0.007388025	0.017777436	0.019470525	0.004348161	0.001731568	0.665153148	0.074688318	0.030668001	0.005310143	0.025165461	0.002578113	0.007388025	0.017777436	0.102970602	0.015430199	0.007541942	0.008350008	0.004732954	0.004348161	0.001731568	0.005964291	0.000961982	0	0.004886871	0.051446822	0.005964291	0.016315222	0.003386178	0.258965676	0.002578113	0.007388025	0.00931199	0.005040788	0.001000462	0.005233185	0.015430199	0.007541942	0.005271664	0.024511313	0.392142527	0.068108358	0.050831153	0.004348161	0.010043097	0.001731568	0.000961982	0.001923965	0.25604125	0.045828844	0.004425119	0.00931199	0.004886871	0.003116823	0.009042635	0.009966138	0.005194705	0.014006465	0.392142527	0.001000462	0.068108358	0.050831153	0.005964291	0.003578575	0.010043097	0.001731568	0.005887333
ZOZOW1T-59	0.556620005	0.008172363	0.007546727	0.407523266	0.002150622	0.017517792	0.000469227	0.556620005	0.001876906	0.398920779	0.006334559	0.011574255	0.007546727	0.008289669	0.001837804	0.002150622	0.003519199	0.000312818	0.000469227	0.556463596	0.028036287	0.006334559	0.003558301	0.008289669	0.00035192	0.001837804	0.002150622	0.370884492	0.008015954	0.000782044	0.002189724	0.000156409	0.000312818	0.000469227	0.007546727	0.000391022	0	0	0.364198014	0.007546727	0.006960194	0.002307031	0.488660358	0.00035192	0.001837804	0.000508329	0.000547431	0.001290373	0.001290373	0.008015954	0.000782044	0.000821146	0.004692266	0.061390475	0.028036287	0.005865332	0.000312818	0.003832017	0.000469227	0.000391022	0.002971768	0.488660358	0.363806991	0.002033315	0.000508329	0	0.000391022	0.001173066	0.001955111	0.000430124	0.002971768	0.061390475	0.001290373	0.028036287	0.005552514	0.007546727	0.000312818	0.003832017	0.000469227	0.006842887
ZOZOW1T-6014	0.446369468	0.000980673	0.000204307	0.191721489	4.09E-05	0.360560618	0.000122584	0.446369468	0.00061292	0.178604993	0.000694643	0.005516283	0.000204307	0.012993912	0.000122584	4.09E-05	0.352143178	8.17E-05	0.000122584	0.446001716	0.022555469	0.000694643	0.000490336	0.012993912	0	0.000122584	4.09E-05	0.156049524	0.005025947	4.09E-05	0.351979733	0.000163445	8.17E-05	0.000122584	0.000204307	0	0.000163445	0	0.155191435	0.000204307	0.012667021	4.09E-05	0.421321456	0	0.000122584	0	0	0.000408614	0.351979733	0.005025947	4.09E-05	0	0.000572059	0.02047154	0.02226944	0.000694643	8.17E-05	0.003391493	0.000122584	0	0.004780779	0.421321456	0.155109713	0.00089895	0	0	8.17E-05	8.17E-05	0.006987292	0	0.000490336	0.02047154	0.000122584	0.021901688	0.000694643	0.000163445	8.17E-05	0.003391493	0.000122584	0.004944224
ZOZOW1T-6031	0.68022397	0.005771014	0.014667995	0.225790938	0.001270997	0.062107107	0.004396963	0.68022397	0.012229054	0.12840507	0.001717564	0.018721446	0.014667995	0.097385868	0	0.001270997	0.01669472	0	0.004396963	0.675174333	0.068943011	0.001717564	0.005908419	0.097385868	0	0	0.001270997	0.059462059	0.012813026	0.001408402	0.015286318	0.006389337	0	0.004396963	0.014667995	0	0.0013397	0.003812992	0.037305486	0.014667995	0.097385868	0.004362612	0.500051527	0	0	0	0	0.005152691	0.015286318	0.012813026	0.001408402	0.001717564	0	0.148157054	0.057469685	0.022122222	0	0.013671808	0.004396963	0	0.046889492	0.500051527	0.037305486	0.010167978	0	0.003812992	0	0	0.040328398	0.001717564	0	0.146679949	0.004225207	0.057469685	0.022122222	0.012194703	0	0.013671808	0.004396963	0.012813026
ZOZOW1T-6041	0.785661287	0.001994064	0.000370989	0.19606752	0	0.015488778	0.000417362	0.785661287	0.000278242	0.109395288	0.000370989	0.014051196	0.000370989	0.086347616	0.001623075	0	0.000834725	0.000324615	0.000417362	0.785661287	0.10114079	0.000370989	0.001066592	0.086347616	0	0.001623075	0	0.008254498	0.012984604	0	0.000834725	0.000278242	0.000324615	0.000417362	0.000370989	0.000139121	0.001947691	0.000695604	0.005147468	0.000370989	0.085930254	0	0.644963829	0	0.001623075	0	0.000417362	0.000602857	0.000834725	0.012984604	0	0.000231868	0.000139121	0.133184938	0.098497496	0.00310703	0.000324615	0.004961974	0.000417362	0.000139121	0.030745687	0.644639214	0.004173623	0.013401966	0	0.000695604	0.000834725	0.000510109	0.041782601	0.000231868	0.000139121	0.133184938	0.000556483	0.098497496	0.00310703	0.000370989	0.000324615	0.004961974	0.000417362	0.012474495
ZOZOW1T-64	0.155237668	0.037398165	0.029315543	0.336455193	0	0.371287446	0.026685483	0.155237668	0.00814677	0.292962987	0.023734685	0.044197832	0.029315543	0.043492206	0.010520239	0	0.311822439	0	0.026685483	0.155237668	0.122137405	0.023734685	0.035730323	0.043492206	0.101930849	0.010520239	0	0.170825582	0.008467509	0.000128296	0.209763295	0.000128296	0	0.026685483	0.029315543	0	0.059272564	0.00057733	0.003335685	0.029315543	0.003079094	0.005260119	0.041824363	0.101930849	0.010520239	0	0.033356854	0.00263006	0.209763295	0.008467509	0.000128296	0.022066842	0	0.077811277	0.037334018	0.151837834	0	0.01513888	0.026685483	0	0.001860286	0.04105459	0.000256591	0.000128296	0	0.00057733	6.41E-05	6.41E-05	0.001090513	0	0	0.077811277	0	0.037334018	0.006671371	0.010456091	0	0.01513888	0.026685483	0.008403361
ZOZOW1T-7011	0.800340834	0.002130214	0	0.19749022	0	3.87E-05	0	0.800340834	0	0.156280259	0.002130214	3.87E-05	0	0.041209962	0	0	0	0	0	0.800340834	0.031953213	0.002130214	0	0.041209962	0	0	0	0.124327046	3.87E-05	0	0	0	0	0	0	0.001820365	0	0.002866106	0.113675975	0	0.036755877	0	0.741508192	0	0	0	0	0.00197529	0	3.87E-05	0	0	0	0.055036988	0.029087106	0.010651071	0	0	0	0.001820365	0.014059414	0.741508192	0.113675975	0.00398931	0	0.002866106	0	3.87E-05	0.018707154	0	0	0.055036988	0.00197529	0.029087106	0.004880127	0	0	0	0	0
ZOZOW1T-7012	0.826512746	0.000385791	0.000207734	0.15870849	0	0.01409621	2.97E-05	0.826512746	0.000652877	0.125797549	0.000385791	0.011781464	0.000207734	0.032910942	0	0	0.000207734	0	2.97E-05	0.826512746	0.024690625	0.000385791	8.90E-05	0.032910942	0	0	0	0.101106923	0.011692436	0	0.000207734	0.000652877	0	2.97E-05	0.000207734	0.000148381	0.000771582	0.000118705	0.100572751	0.000207734	0.032910942	0	0.78843814	0	0	0	0	0	0.000207734	0.011692436	0	0	0.000385791	0.037184319	0.023800338	0.000296762	0	0.000741906	2.97E-05	2.97E-05	0.014689735	0.78843814	0.100572751	0.003561148	0	0.000118705	0	2.97E-05	0.014660059	0	0	0.037184319	0	0.023800338	0.000296762	0.000207734	0	0.000741906	2.97E-05	0.011662759
ZOZOW1T-7015	0.47205523	0.171644107	0.048171276	0.20257534	0	0.08901214	0.014156615	0.47205523	0.008338828	0.202536555	0	0.031086375	0.048171276	3.88E-05	1.94E-05	0	0.035449715	0	0.014156615	0.47205523	0.016037699	0	0.001279913	3.88E-05	0.035430322	1.94E-05	0	0.186498856	0.029806462	0	1.94E-05	0	0	0.014156615	0.048171276	0	1.94E-05	0	0.186498856	0.048171276	3.88E-05	0.001279913	0.414207036	0.035430322	1.94E-05	0	0	0	1.94E-05	0.029806462	0	0	0	0.057421557	0.000659349	0	0	1.94E-05	0.014156615	0	0	0.414207036	0.186498856	0	0	0	0	0	3.88E-05	0	0	0.057421557	0	0.000659349	0	0.048171276	0	1.94E-05	0.014156615	0.029806462
ZOZOW1T-7022	0.855096837	0.002441274	0.001772184	0.107000127	0	0.033508743	0	0.855096837	7.23E-05	0.09640319	0.000596756	0.025949836	0.001772184	0.008227997	0.001844518	0	0.004141124	0.00236894	0	0.855096837	0.026040254	0.000596756	0.002802944	0.008227997	0.003562451	0.001844518	0	0.070362936	0.023146892	0	0	1.81E-05	0.00236894	0	0.001772184	0	0	0	0.068771587	0.001772184	0.008227997	0	0.778350422	0.003562451	0.001844518	0	0	1.81E-05	0	0.023146892	0	0	0.000596756	0.068717337	0.025986003	0.001591349	0.00236894	0.00576864	0	0	0.001898769	0.777916418	0.068337583	0	0	0	0.000415921	0.004358126	0.006329228	0	0.000596756	0.068717337	0	0.025986003	0.001591349	0.001772184	0.001103094	0.00576864	0	0.017179334
ZOZOW1T-7033	0.714313725	0.001045752	0	0.26546841	0	0.019172113	0	0.714313725	0.002614379	0.248823529	0.001023965	0.007037037	0	0.015381264	2.18E-05	0	0.004684096	0.001263617	0	0.710784314	0.014291939	0.001023965	0	0.015381264	0.004052288	2.18E-05	0	0.23453159	0.007037037	0	0.000631808	0	0.001263617	0	0	0	0	0	0.232832244	0	0.015359477	0	0.634814815	0.004052288	2.18E-05	0	2.18E-05	0	0.000631808	0.007037037	0	0	0.001023965	0.069084967	0.014291939	0.000675381	0.001263617	0.002832244	0	0	0.005686275	0.633899782	0.232418301	0	0	0	0	4.36E-05	0.009673203	0	0	0.069084967	0	0.014291939	0.000675381	0	0.001263617	0.002832244	0	0.006993464
ZOZOW1T-7036	0.806707811	0.000607042	0.002959328	0.170426953	0	0.016213072	0.003085795	0.806707811	0	0.160992513	0.000607042	0.01085087	0.002959328	0.009434439	0	0	0.005362202	0	0.003085795	0.806707811	0.145765884	0.000607042	0	0.009434439	0.005362202	0	0	0.015226629	0.01085087	0	0	0	0	0.003085795	0.002959328	0	0	0	0.011432618	0.002959328	0.009434439	0	0.742968434	0.005362202	0	0	0	0	0	0.01085087	0	2.53E-05	0.000556455	0.061336503	0.141845407	0.003794011	0	0.001593484	0.003085795	0	0.00364225	0.742336099	0.011432618	0.00126467	0	0	0	0	0.004527519	2.53E-05	0.000556455	0.061336503	0	0.141845407	0.003794011	0.002959328	0	0.001593484	0.003085795	0.01085087
ZOZOW1T-7037	0.73183156	0.00223568	0.004075164	0.248698211	0.001414988	0.010301109	0	0.73183156	0	0.23981209	0.00223568	0.005744849	0.004075164	0.00798053	0	0.001414988	0.003112973	0.000905592	0	0.73183156	0.043921213	0.00223568	0.000565995	0.00798053	0.002631877	0	0.001414988	0.195890876	0.005178854	0.000367897	0.000113199	0	0.000905592	0	0.004075164	0	0	0	0.190513923	0.004075164	0.00798053	0.000565995	0.693909894	0.002631877	0	0	0	0	5.66E-05	0.005178854	0.000367897	0.00223568	0	0.037299072	0.036450079	0.005376953	0.000905592	0.000622595	0	0	0.003254471	0.693909894	0.190513923	0.001443287	0	0	0	0	0.003282771	0.00223568	0	0.037299072	0	0.036450079	0.005376953	0.004075164	0.000905592	0.000622595	0	0.005178854
ZOZOW1T-7038	0.75805865	0.003405296	0.004364069	0.191093332	0.001124078	0.040268456	0.000429795	0.75805865	0.008562833	0.15856118	0.001355506	0.030846034	0.004364069	0.03041624	0.001322445	0.001124078	0.000760406	0.002115912	0.000429795	0.75805865	0.121301286	0.001355506	0.001124078	0.03041624	0	0.001322445	0.001124078	0.037259894	0.029721956	0.000132245	0.00029755	0.008298344	0.002115912	0.000429795	0.004364069	0.00115714	0	0.002082851	0.005620392	0.004364069	0.029622773	0.000429795	0.444242404	0	0.001322445	0.001124078	0.000165306	0.001653057	0.00029755	0.029721956	0.000132245	0.001223262	0.000132245	0.302972196	0.118987007	0.030515423	0.002115912	0.002182035	0.000429795	0.00115714	0.017357093	0.443019142	0.003107746	0.001487751	0.001124078	0.002082851	0.002248157	0.001719179	0.010777928	0.001223262	0.000132245	0.302972196	0.000694284	0.118987007	0.030515423	0.003669785	0.002115912	0.002182035	0.000429795	0.028002777
ZOZOW1T-7039	0.852222178	0.000849832	0.00164655	0.128696437	0	0.016545167	0	0.852222178	1.33E-05	0.109880625	0.000796718	0.00309392	0.00164655	0.018337782	0	0	0.013437969	0	0	0.850920873	0.075781115	0.000796718	0.002390153	0.018337782	0.013345019	0	0	0.03409951	0.000703767	0	7.97E-05	1.33E-05	0	0	0.00164655	1.33E-05	0	0	0.03303722	0.00164655	0.018337782	0.002390153	0.779256131	0.013345019	0	0	0	2.66E-05	7.97E-05	0.000703767	0	0	1.33E-05	0.069181638	0.075781115	0.000531145	0	0.001553599	0	1.33E-05	0.005098992	0.77762286	0.032718533	0.002483103	0	0	0	2.66E-05	0.010755687	0	1.33E-05	0.069181638	2.66E-05	0.075781115	0.000531145	0.00164655	0	0.001553599	0	0.00067721
ZOZOW1T-7040	0.866635528	0.001538609	0.00034344	0.116989271	0	0.014493152	0	0.866635528	0	0.090077343	0.001538609	0.007418296	0.00034344	0.026911928	0	0	0.004986743	0	0	0.866635528	0.078098169	0.001538609	0.00085173	0.026911928	0.004986743	0	0	0.011979174	0.006566565	0	0	0	0	0	0.00034344	0	0	0.001222645	0.010399352	0.00034344	0.026911928	0	0.791985493	0.004986743	0	0	0	0	0	0.006566565	0	0.000535766	0.001002844	0.073935681	0.075762779	0.001579822	0	0.000714354	0	0	0.010165813	0.791985493	0.009918536	0.003860261	0	0.001222645	0	0	0.012885854	0.000535766	0.001002844	0.073935681	0	0.075762779	0.001579822	0.00034344	0	0.000714354	0	0.006566565
ZOZOW1T-7041	0.758540667	0.001294519	0	0.230992675	0	0.008540667	0	0.758540667	0	0.187389492	0.001294519	0.00852488	0	0.043603183	0	0	1.58E-05	0	0	0.756141071	0.051985981	0.001294519	0.002446956	0.043603183	1.58E-05	0	0	0.135403511	0.006077924	0	0	0	0	0	0	0.000915635	0	0	0.132293508	0	0.043603183	0.002446956	0.689773301	1.58E-05	0	0	0	0	0	0.006077924	0	0.001294519	0	0.063778732	0.045908058	0.001704976	0	1.58E-05	0	0.000915635	0.01313463	0.689773301	0.132293508	0.009945693	0	0	0	1.58E-05	0.020522859	0	0	0.063778732	0	0.045908058	0.001704976	0	0	1.58E-05	0	0.006062137
ZOZOW1T-7042	0.148432562	0	0	0.84143001	0	0.00924777	2.34E-05	0.148432562	0.000936483	0.8371456	0	0.008147402	0	0.00428441	0	0	0.000163885	0	2.34E-05	0.148432562	0.778943179	0	9.36E-05	0.00428441	2.34E-05	0	0	0.058202421	0.008053754	0.00011706	2.34E-05	0.000936483	0	2.34E-05	0	0.000327769	0.00067895	0.000983307	0.05300494	0	0.00428441	9.36E-05	0.097534708	2.34E-05	0	0	0	0.000796011	2.34E-05	0.008053754	0.00011706	0	0	0.048533233	0.777070213	0.002551916	0	0.000468242	2.34E-05	0.000327769	0.003418163	0.097534708	0.05120221	0.000491654	0	0.000983307	0.00180273	0.001545197	0.000374593	0	0	0.048533233	0.000796011	0.777070213	0.002551916	0	0	0.000468242	2.34E-05	0.006508557
